task_index,category,label,objn,freq_bin,phrase_freq_in_category,source_image,condition_image,orig_source_path,orig_condition_path,pt1,pt2,bbox,orig_resolution,annot_source_size,annot_condition_size
264,replace,a red wheelbarrow,a-red-wheelbarrow,mid,1,images/replace/0264_replace_source.jpg,images/replace/0264_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00017/000172447.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00017_000172447_1_a-red-wheelbarrow.png,"[732, 1224]","[1610, 1319]","[517, 953, 1825, 1563]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
265,replace,cookie sandwich,cookie-sandwich,mid,1,images/replace/0265_replace_source.jpg,images/replace/0265_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00039/000390316.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00039_000390316_0_cookie-sandwich.png,"[1091, 1017]","[1864, 1112]","[821, 550, 2135, 1553]","{""height"": 2304, ""width"": 3072}",1024x768,1024x768
266,replace,a rugged SUV,a-rugged-SUV,mid,2,images/replace/0266_replace_source.jpg,images/replace/0266_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00004/000042640.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00004_000042640_1_a-rugged-SUV.png,"[718, 750]","[1377, 845]","[146, 321, 1951, 1247]","{""height"": 1575, ""width"": 2100}",1024x768,1024x768
267,replace,a metal barrel,a-metal-barrel,mid,1,images/replace/0267_replace_source.jpg,images/replace/0267_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00029/000291255.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00007_00029_000291255_1_a-metal-barrel.png,"[1256, 899]","[1945, 994]","[1182, 529, 2020, 1337]","{""height"": 1414, ""width"": 2121}",1024x682,1024x682
268,replace,poster,poster,mid,2,images/replace/0268_replace_source.jpg,images/replace/0268_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00027/000275072.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00027_000275072_0_poster.png,"[328, 959]","[627, 1054]","[0, 180, 957, 1806]","{""height"": 3221, ""width"": 4446}",1024x741,1024x741
269,replace,glass of beer,glass-of-beer,mid,2,images/replace/0269_replace_source.jpg,images/replace/0269_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00022/000223781.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00022_000223781_0_glass-of-beer.png,"[1501, 1078]","[2139, 1173]","[1462, 463, 2179, 1761]","{""height"": 1944, ""width"": 2592}",1024x768,1024x768
270,replace,a seeded bagel,a-seeded-bagel,mid,1,images/replace/0270_replace_source.jpg,images/replace/0270_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00023/000236672.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00023_000236672_1_a-seeded-bagel.png,"[901, 586]","[1635, 681]","[0, 0, 2536, 1241]","{""height"": 2400, ""width"": 3200}",1024x768,1024x768
271,replace,wooden carriages,wooden-carriages,tail,1,images/replace/0271_replace_source.jpg,images/replace/0271_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00013/000135205.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00013_000135205_1_wooden-carriages.png,"[2700, 1294]","[3533, 1389]","[1151, 530, 5084, 2126]","{""height"": 2983, ""width"": 5094}",1024x599,1024x599
272,replace,racing outfit,racing-outfit,tail,1,images/replace/0272_replace_source.jpg,images/replace/0272_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00035/000355114.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00007_00035_000355114_0_racing-outfit.png,"[914, 503]","[1501, 598]","[947, 260, 1469, 814]","{""height"": 1331, ""width"": 2000}",1024x681,1024x681
273,replace,miniature garden,miniature-garden,tail,1,images/replace/0273_replace_source.jpg,images/replace/0273_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00008/000080395.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00008_000080395_0_miniature-garden.png,"[1176, 1665]","[1988, 1760]","[0, 950, 3165, 2448]","{""height"": 2448, ""width"": 3264}",1024x768,1024x768
274,replace,minarets,minarets,tail,1,images/replace/0274_replace_source.jpg,images/replace/0274_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00034/000341275.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00034_000341275_0_minarets.png,"[3096, 1267]","[3509, 1362]","[2730, 102, 3877, 2500]","{""height"": 3000, ""width"": 4000}",1024x768,1024x768
275,replace,life ring,life-ring,tail,1,images/replace/0275_replace_source.jpg,images/replace/0275_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00022/000221396.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00022_000221396_0_life-ring.png,"[1226, 230]","[1594, 325]","[1115, 103, 1706, 426]","{""height"": 1334, ""width"": 2000}",1024x683,1024x683
276,replace,woolen gloves,woolen-gloves,tail,1,images/replace/0276_replace_source.jpg,images/replace/0276_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00031/000312810.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00031_000312810_1_woolen-gloves.png,"[45, 445]","[704, 540]","[32, 2, 719, 956]","{""height"": 1289, ""width"": 1500}",1024x879,1024x879
277,replace,red bell peppers,red-bell-peppers,tail,1,images/replace/0277_replace_source.jpg,images/replace/0277_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00004/000043610.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00004_000043610_1_red-bell-peppers.png,"[2067, 1397]","[2846, 1492]","[2107, 878, 2808, 1984]","{""height"": 2336, ""width"": 3504}",1024x682,1024x682
278,replace,Subaru Impreza WRX STi,Subaru-Impreza-WRX-STi,tail,1,images/replace/0278_replace_source.jpg,images/replace/0278_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00035/000356813.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00035_000356813_0_Subaru-Impreza-WRX-STi.png,"[1057, 1191]","[2232, 1286]","[359, 674, 2932, 1776]","{""height"": 2100, ""width"": 3294}",1024x652,1024x652
279,replace,metal kayaks,metal-kayaks,tail,1,images/replace/0279_replace_source.jpg,images/replace/0279_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00017/000177355.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00017_000177355_1_metal-kayaks.png,"[1027, 1524]","[1656, 1619]","[696, 721, 1988, 2396]","{""height"": 3168, ""width"": 4752}",1024x682,1024x682
280,replace,knitted caps,knitted-caps,tail,1,images/replace/0280_replace_source.jpg,images/replace/0280_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00015/000157527.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00015_000157527_1_knitted-caps.png,"[3879, 569]","[4466, 664]","[3580, 151, 4767, 1056]","{""height"": 3744, ""width"": 5616}",1024x682,1024x682
281,replace,shorts,shorts,tail,1,images/replace/0281_replace_source.jpg,images/replace/0281_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00015/000158387.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00015_000158387_0_shorts.png,"[1731, 2741]","[2027, 2836]","[1233, 2095, 2525, 3456]","{""height"": 3456, ""width"": 5184}",1024x682,1024x682
282,replace,origami flower,origami-flower,tail,1,images/replace/0282_replace_source.jpg,images/replace/0282_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00033/000331940.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00033_000331940_0_origami-flower.png,"[1331, 1621]","[2008, 1716]","[1223, 1315, 2117, 1996]","{""height"": 1999, ""width"": 2709}",1024x755,1024x755
283,replace,martini glass,martini-glass,tail,1,images/replace/0283_replace_source.jpg,images/replace/0283_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00015/000150153.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00015_000150153_0_martini-glass.png,"[734, 863]","[1354, 958]","[506, 432, 1582, 1363]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
284,replace,sesame seed bun,sesame-seed-bun,tail,1,images/replace/0284_replace_source.jpg,images/replace/0284_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00007/000074539.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00007_000074539_0_sesame-seed-bun.png,"[896, 683]","[1741, 778]","[713, 556, 1926, 879]","{""height"": 1875, ""width"": 2500}",1024x768,1024x768
285,replace,metal railings,metal-railings,tail,1,images/replace/0285_replace_source.jpg,images/replace/0285_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00010/000102995.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00010_000102995_0_metal-railings.png,"[-133, 983]","[514, 1078]","[0, 734, 380, 1300]","{""height"": 1300, ""width"": 2000}",1024x665,1024x665
286,replace,white sports car,white-sports-car,tail,1,images/replace/0286_replace_source.jpg,images/replace/0286_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00038/000385090.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00038_000385090_0_white-sports-car.png,"[575, 642]","[1354, 737]","[53, 295, 1878, 1058]","{""height"": 1283, ""width"": 1920}",1024x684,1024x684
287,replace,pile,pile,tail,1,images/replace/0287_replace_source.jpg,images/replace/0287_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00010/000101666.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00010_000101666_0_pile.png,"[848, 631]","[1012, 726]","[383, 206, 1477, 1124]","{""height"": 1414, ""width"": 2121}",1024x682,1024x682
288,replace,white t shirts,white-t-shirts,tail,1,images/replace/0288_replace_source.jpg,images/replace/0288_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00032/000322955.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00032_000322955_1_white-t-shirts.png,"[3595, 1350]","[4257, 1445]","[3555, 829, 4297, 1940]","{""height"": 3072, ""width"": 4608}",1024x682,1024x682
289,replace,white birds,white-birds,tail,1,images/replace/0289_replace_source.jpg,images/replace/0289_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00011/000113292.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00011_000113292_0_white-birds.png,"[1148, 238]","[1580, 318]","[1243, 178, 1485, 354]","{""height"": 1357, ""width"": 1920}",1024x723,1024x723
290,replace,white metal shelves,white-metal-shelves,tail,1,images/replace/0290_replace_source.jpg,images/replace/0290_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00007/000074562.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00007_000074562_1_white-metal-shelves.png,"[1650, 870]","[2588, 965]","[164, 15, 4074, 1794]","{""height"": 2848, ""width"": 4272}",1024x682,1024x682
291,replace,khaki pants,khaki-pants,tail,1,images/replace/0291_replace_source.jpg,images/replace/0291_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00026/000269296.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00026_000269296_1_khaki-pants.png,"[2425, 1371]","[2976, 1466]","[2286, 818, 3116, 1992]","{""height"": 2400, ""width"": 3600}",1024x682,1024x682
292,replace,tall street lamps,tall-street-lamps,tail,1,images/replace/0292_replace_source.jpg,images/replace/0292_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00031/000316734.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00031_000316734_1_tall-street-lamps.png,"[574, 579]","[1365, 674]","[38, 2, 1903, 1224]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
293,replace,white beards,white-beards,tail,1,images/replace/0293_replace_source.jpg,images/replace/0293_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00008/000088085.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00008_000088085_0_white-beards.png,"[1437, 443]","[1762, 497]","[1506, 362, 1695, 563]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
294,replace,"short, bleached hair","short,-bleached-hair",tail,1,images/replace/0294_replace_source.jpg,images/replace/0294_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00021/000215641.jpg,"/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00021_000215641_0_short,-bleached-hair.png","[1739, 472]","[2701, 567]","[1875, 59, 2566, 953]","{""height"": 3333, ""width"": 5000}",1024x682,1024x682
295,replace,tall snow covered mountains,tall-snow-covered-mountains,tail,1,images/replace/0295_replace_source.jpg,images/replace/0295_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00014/000146200.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00014_000146200_1_tall-snow-covered-mountains.png,"[-284, 605]","[1023, 695]","[0, 3, 739, 1271]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
296,replace,wooden desks,wooden-desks,tail,1,images/replace/0296_replace_source.jpg,images/replace/0296_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00014/000143835.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00014_000143835_0_wooden-desks.png,"[347, 923]","[1012, 1018]","[162, 831, 1199, 1084]","{""height"": 1536, ""width"": 2048}",1024x768,1024x768
297,replace,pair of blue and white checkered Vans shoes,pair-of-blue-and-white-checkered-Vans-shoes,tail,1,images/replace/0297_replace_source.jpg,images/replace/0297_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00000/000008512.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00000_000008512_0_pair-of-blue-and-white-checkered-Vans-shoes.png,"[588, 1524]","[2762, 1619]","[91, 925, 3260, 2191]","{""height"": 2448, ""width"": 3264}",1024x768,1024x768
298,replace,locker,locker,tail,1,images/replace/0298_replace_source.jpg,images/replace/0298_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00000/000005476.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00000_000005476_0_locker.png,"[2670, 1692]","[2954, 1787]","[442, 0, 5183, 3452]","{""height"": 3456, ""width"": 5184}",1024x682,1024x682
299,replace,velvet drapes,velvet-drapes,tail,1,images/replace/0299_replace_source.jpg,images/replace/0299_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00016/000168570.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00016_000168570_1_velvet-drapes.png,"[-71, 1016]","[247, 1066]","[0, 276, 177, 1792]","{""height"": 2667, ""width"": 4000}",1024x682,1024x682
300,replace,paw,paw,tail,1,images/replace/0300_replace_source.jpg,images/replace/0300_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00024/000242659.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00024_000242659_0_paw.png,"[98, 925]","[283, 1020]","[61, 836, 321, 1082]","{""height"": 1333, ""width"": 2000}",1024x682,1024x682
301,extract,a wooden pergola,a-wooden-pergola,head,5,images/extract/0301_extract_source.jpg,images/extract/0301_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00025/000252536.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00025_000252536_1_a-wooden-pergola.png,"[1233, 838]","[2084, 933]","[845, 293, 2474, 1451]","{""height"": 2268, ""width"": 3024}",1024x768,1024x768
302,extract,a blue van,a-blue-van,head,4,images/extract/0302_extract_source.jpg,images/extract/0302_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00002/000026377.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00002_000026377_1_a-blue-van.png,"[1256, 901]","[1768, 996]","[1026, 687, 1999, 1183]","{""height"": 1333, ""width"": 2000}",1024x682,1024x682
303,extract,hood,hood,head,4,images/extract/0303_extract_source.jpg,images/extract/0303_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00009/000090180.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00009_000090180_0_hood.png,"[457, 488]","[690, 583]","[75, 302, 1074, 742]","{""height"": 1500, ""width"": 2100}",1024x731,1024x731
304,extract,sleeves,sleeves,head,6,images/extract/0304_extract_source.jpg,images/extract/0304_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00008/000087578.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00008_000087578_0_sleeves.png,"[984, 1185]","[1291, 1272]","[1051, 913, 1226, 1520]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
305,extract,a metallic sculpture,a-metallic-sculpture,head,4,images/extract/0305_extract_source.jpg,images/extract/0305_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00009/000094010.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00002_00009_000094010_1_a-metallic-sculpture.png,"[503, 781]","[1453, 876]","[128, 545, 1829, 1086]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
306,extract,convertible,convertible,head,4,images/extract/0306_extract_source.jpg,images/extract/0306_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00037/000372807.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00037_000372807_0_convertible.png,"[1430, 706]","[1939, 801]","[1450, 504, 1920, 977]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
307,extract,quilt,quilt,head,6,images/extract/0307_extract_source.jpg,images/extract/0307_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00020/000207780.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00020_000207780_0_quilt.png,"[898, 688]","[1101, 783]","[0, 2, 2000, 1442]","{""height"": 1447, ""width"": 2000}",1024x740,1024x740
308,extract,a wooden bowl,a-wooden-bowl,head,50,images/extract/0308_extract_source.jpg,images/extract/0308_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00025/000256584.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00006_00025_000256584_1_a-wooden-bowl.png,"[1404, 1456]","[2114, 1551]","[1485, 1361, 2033, 1620]","{""height"": 2400, ""width"": 3616}",1024x679,1024x679
309,extract,women,women,head,39,images/extract/0309_extract_source.jpg,images/extract/0309_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00036/000364185.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00009_00036_000364185_0_women.png,"[2091, 1252]","[2420, 1347]","[1433, 537, 3080, 2036]","{""height"": 2038, ""width"": 3200}",1024x652,1024x652
310,extract,a bronze vase,a-bronze-vase,head,3,images/extract/0310_extract_source.jpg,images/extract/0310_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00016/000162362.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00016_000162362_1_a-bronze-vase.png,"[801, 60]","[1484, 155]","[930, 0, 1356, 188]","{""height"": 1333, ""width"": 2000}",1024x682,1024x682
311,extract,a ceramic teapot,a-ceramic-teapot,head,3,images/extract/0311_extract_source.jpg,images/extract/0311_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00005/000053845.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00005_000053845_1_a-ceramic-teapot.png,"[1476, 105]","[2056, 173]","[1605, 0, 1927, 259]","{""height"": 1707, ""width"": 2560}",1024x682,1024x682
312,extract,a black leather cushion,a-black-leather-cushion,head,6,images/extract/0312_extract_source.jpg,images/extract/0312_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00002/000028991.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00002_000028991_1_a-black-leather-cushion.png,"[222, 356]","[676, 397]","[317, 317, 581, 425]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
313,extract,a white motorcycle,a-white-motorcycle,head,6,images/extract/0313_extract_source.jpg,images/extract/0313_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00007/000077339.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00007_000077339_1_a-white-motorcycle.png,"[421, 666]","[1329, 761]","[219, 279, 1531, 1122]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
314,extract,a blue backpack,a-blue-backpack,head,6,images/extract/0314_extract_source.jpg,images/extract/0314_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00033/000333835.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00033_000333835_1_a-blue-backpack.png,"[1003, 648]","[1295, 686]","[1062, 428, 1237, 896]","{""height"": 1565, ""width"": 2554}",1024x627,1024x627
315,extract,a brick building,a-brick-building,head,4,images/extract/0315_extract_source.jpg,images/extract/0315_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00011/000119089.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00011_000119089_1_a-brick-building.png,"[-103, 828]","[637, 923]","[0, 393, 535, 1332]","{""height"": 2000, ""width"": 3000}",1024x682,1024x682
316,extract,a wooden gazebo,a-wooden-gazebo,head,29,images/extract/0316_extract_source.jpg,images/extract/0316_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00006/000063748.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00001_00006_000063748_1_a-wooden-gazebo.png,"[1237, 977]","[2076, 1072]","[279, 138, 3036, 1885]","{""height"": 2448, ""width"": 3264}",1024x768,1024x768
317,extract,hot tub,hot-tub,head,7,images/extract/0317_extract_source.jpg,images/extract/0317_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00025/000257278.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00025_000257278_0_hot-tub.png,"[1732, 1498]","[2085, 1593]","[15, 275, 3803, 2790]","{""height"": 3024, ""width"": 4032}",1024x768,1024x768
318,extract,a black roof,a-black-roof,head,5,images/extract/0318_extract_source.jpg,images/extract/0318_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00029/000291146.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00029_000291146_1_a-black-roof.png,"[675, 700]","[1265, 795]","[745, 647, 1196, 822]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
319,extract,a black sports coupe,a-black-sports-coupe,head,3,images/extract/0319_extract_source.jpg,images/extract/0319_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00000/000004522.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00000_000004522_1_a-black-sports-coupe.png,"[425, 575]","[1444, 670]","[87, 90, 1784, 1129]","{""height"": 1281, ""width"": 1920}",1024x683,1024x683
320,extract,a black treadmill,a-black-treadmill,head,3,images/extract/0320_extract_source.jpg,images/extract/0320_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00002/000021075.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00002_000021075_1_a-black-treadmill.png,"[2215, 1010]","[3021, 1105]","[2319, 530, 2918, 1559]","{""height"": 2448, ""width"": 3264}",1024x768,1024x768
321,extract,tablecloth,tablecloth,head,5,images/extract/0321_extract_source.jpg,images/extract/0321_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00012/000129335.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00012_000129335_0_tablecloth.png,"[1713, 1487]","[2174, 1582]","[0, 452, 3888, 2591]","{""height"": 2592, ""width"": 3888}",1024x682,1024x682
322,extract,a ceramic cup,a-ceramic-cup,head,10,images/extract/0322_extract_source.jpg,images/extract/0322_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00015/000159442.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00008_00015_000159442_1_a-ceramic-cup.png,"[431, 202]","[1083, 292]","[574, 1, 941, 467]","{""height"": 1382, ""width"": 1890}",1024x748,1024x748
323,extract,illustrations,illustrations,head,3,images/extract/0323_extract_source.jpg,images/extract/0323_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00039/000399774.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00000_00039_000399774_0_illustrations.png,"[153, 520]","[641, 607]","[261, 429, 533, 673]","{""height"": 1333, ""width"": 2000}",1024x682,1024x682
324,extract,a male dancer,a-male-dancer,head,4,images/extract/0324_extract_source.jpg,images/extract/0324_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00024/000241839.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00004_00024_000241839_1_a-male-dancer.png,"[370, 862]","[1071, 957]","[0, 126, 1442, 1667]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
325,extract,greenery,greenery,head,4,images/extract/0325_extract_source.jpg,images/extract/0325_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00008/000087886.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00005_00008_000087886_0_greenery.png,"[1032, 570]","[1439, 665]","[0, 0, 2473, 1208]","{""height"": 1871, ""width"": 2500}",1024x766,1024x766
326,extract,green apples,green-apples,head,3,images/extract/0326_extract_source.jpg,images/extract/0326_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00002/000020139.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00002_000020139_1_green-apples.png,"[1333, 403]","[1947, 498]","[1430, 209, 1850, 666]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
327,extract,a black baseball cap,a-black-baseball-cap,head,5,images/extract/0327_extract_source.jpg,images/extract/0327_extract_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00038/000382279.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_extract_ref/00003_00038_000382279_1_a-black-baseball-cap.png,"[511, 178]","[1410, 265]","[710, 26, 1213, 392]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
